,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
10453152,2021-06-19 12:44:11.694813+00:00,x,y,2021-06-21 04:00:00+00:00,2021-06-21 06:00:00+00:00,alpha,True,15.0,1,a-1,6850.0
14019666,2021-07-11 19:44:58.717758+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,35.0,1,a-5,12645.0
926257,2021-01-27 08:35:39.722209+00:00,x,y,2021-02-28 16:00:00+00:00,2021-02-28 18:10:00+00:00,alpha,True,0.0,0,a-7,8739.0
20196372,2021-08-20 16:10:39.614199+00:00,x,y,2021-09-12 14:00:00+00:00,2021-09-12 15:55:00+00:00,beta,True,20.0,0,b-9,6420.0
9799219,2021-06-14 07:16:30.724400+00:00,x,y,2021-06-26 04:00:00+00:00,2021-06-26 06:00:00+00:00,alpha,True,35.0,1,a-1,7124.0
3639983,2021-03-21 14:50:06.530091+00:00,x,y,2021-03-25 11:00:00+00:00,2021-03-25 13:00:00+00:00,gamma,True,20.0,2,c-4,10800.0
17186710,2021-08-05 06:41:12.573522+00:00,x,y,2021-08-19 04:00:00+00:00,2021-08-19 06:00:00+00:00,alpha,True,20.0,1,a-1,6810.0
12693762,2021-07-04 09:11:13.279407+00:00,x,y,2021-07-20 16:00:00+00:00,2021-07-20 18:00:00+00:00,alpha,True,15.0,1,a-23,9045.0
21139070,2021-08-26 22:02:43.332080+00:00,x,y,2021-08-27 17:40:00+00:00,2021-08-27 19:40:00+00:00,alpha,True,15.0,1,a-23,9045.0
8770096,2021-06-05 05:18:46.249098+00:00,x,y,2021-06-08 17:00:00+00:00,2021-06-08 18:59:00+00:00,gamma,True,20.0,1,c-6,10900.0
4731598,2021-04-18 11:30:17.754640+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,gamma,True,20.0,1,c-2,8650.0
7268278,2021-05-20 07:51:50.513141+00:00,x,y,2021-05-30 05:00:00+00:00,2021-05-30 07:00:00+00:00,alpha,True,35.0,1,a-1,7124.0
13230066,2021-07-07 02:29:41.330061+00:00,x,y,2021-07-15 04:00:00+00:00,2021-07-15 06:00:00+00:00,alpha,True,15.0,1,a-1,11245.0
14328056,2021-07-13 21:13:24.180215+00:00,x,y,2021-08-08 13:00:00+00:00,2021-08-08 15:00:00+00:00,alpha,True,35.0,1,a-9,12645.0
617373,2021-01-18 17:14:29.774692+00:00,x,y,2021-01-27 16:00:00+00:00,2021-01-27 18:10:00+00:00,alpha,True,0.0,0,a-7,8739.0
10455547,2021-06-19 13:06:27.879758+00:00,x,y,2021-07-09 14:00:00+00:00,2021-07-09 16:00:00+00:00,gamma,True,20.0,1,c-4,6620.0
5672196,2021-04-27 13:31:20.463343+00:00,x,y,2021-10-26 15:30:00+00:00,2021-10-26 17:30:00+00:00,alpha,True,15.0,1,a-7,7796.0
5120145,2021-04-21 10:45:55.000440+00:00,x,y,2021-06-14 17:00:00+00:00,2021-06-14 18:59:00+00:00,gamma,True,20.0,1,c-6,8650.0
3329986,2021-03-15 19:04:00.491005+00:00,x,y,2021-04-03 15:30:00+00:00,2021-04-03 17:30:00+00:00,alpha,True,35.0,1,a-7,10799.0
14455740,2021-07-14 17:10:20.239273+00:00,x,y,2021-07-31 16:00:00+00:00,2021-07-31 18:00:00+00:00,alpha,True,15.0,1,a-23,12945.0
17822956,2021-08-08 19:33:27.221966+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,15.0,1,a-23,14945.0
11754924,2021-06-29 06:39:56.161141+00:00,x,y,2021-08-01 10:00:00+00:00,2021-08-01 12:00:00+00:00,alpha,True,35.0,1,a-7,13277.0
7995626,2021-05-29 05:11:17.762529+00:00,x,y,2021-06-15 13:00:00+00:00,2021-06-15 15:00:00+00:00,alpha,True,15.0,1,a-5,7124.0
21649609,2021-08-31 03:50:39.658263+00:00,x,y,2021-09-03 05:00:00+00:00,2021-09-03 07:00:00+00:00,alpha,True,20.0,1,a-1,6785.0
4066436,2021-03-30 17:28:46.757542+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 06:55:00+00:00,beta,True,20.0,0,b-1,9584.0
5513746,2021-04-25 13:27:33.741970+00:00,x,y,2021-04-29 05:00:00+00:00,2021-04-29 07:00:00+00:00,gamma,True,20.0,1,c-2,7390.0
18587658,2021-08-12 03:35:56.591525+00:00,x,y,2021-08-19 13:00:00+00:00,2021-08-19 15:00:00+00:00,alpha,True,15.0,1,a-9,11245.0
10416963,2021-06-19 07:23:25.290759+00:00,x,y,2021-07-07 17:00:00+00:00,2021-07-07 18:59:00+00:00,gamma,True,20.0,2,c-6,7620.0
7499021,2021-05-22 16:46:55.424253+00:00,x,y,2021-05-23 16:00:00+00:00,2021-05-23 18:00:00+00:00,alpha,True,35.0,1,a-7,14327.0
17386157,2021-08-06 14:03:42.536766+00:00,x,y,2021-08-16 07:00:00+00:00,2021-08-16 09:00:00+00:00,alpha,True,15.0,1,a-5,6524.0
12283035,2021-07-02 07:18:11.173940+00:00,x,y,2021-07-19 09:45:00+00:00,2021-07-19 11:45:00+00:00,gamma,True,20.0,2,c-2,11900.0
3366771,2021-03-16 11:58:23.693599+00:00,x,y,2021-03-20 11:00:00+00:00,2021-03-20 13:00:00+00:00,gamma,True,20.0,2,c-4,11300.0
16687137,2021-07-31 19:07:47.803035+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,True,20.0,2,c-4,8765.0
573684,2021-01-17 12:26:41.125277+00:00,x,y,2021-02-05 13:30:00+00:00,2021-02-05 15:40:00+00:00,alpha,True,20.0,1,a-5,10227.0
14952093,2021-07-18 11:05:51.874487+00:00,x,y,2021-07-19 07:00:00+00:00,2021-07-19 09:00:00+00:00,alpha,True,35.0,1,a-5,7524.0
10885196,2021-06-23 03:50:18.398241+00:00,x,y,2021-07-17 07:00:00+00:00,2021-07-17 09:00:00+00:00,alpha,True,15.0,1,a-5,9497.0
2368485,2021-03-01 06:01:12.639779+00:00,x,y,2021-03-04 13:30:00+00:00,2021-03-04 15:40:00+00:00,alpha,True,15.0,1,a-5,7502.0
13415097,2021-07-08 03:10:37.399287+00:00,x,y,2021-07-13 07:00:00+00:00,2021-07-13 09:00:00+00:00,alpha,True,15.0,1,a-5,12945.0
20904603,2021-08-25 10:02:18.744452+00:00,x,y,2021-11-06 11:00:00+00:00,2021-11-06 12:55:00+00:00,beta,True,40.0,0,b-69,8380.0
13636519,2021-07-09 11:23:57.249606+00:00,x,y,2021-07-11 16:00:00+00:00,2021-07-11 18:00:00+00:00,alpha,True,15.0,1,a-23,23895.0
9778064,2021-06-14 04:15:47.080681+00:00,x,y,2021-07-17 07:00:00+00:00,2021-07-17 09:00:00+00:00,alpha,True,15.0,1,a-5,6531.0
11920074,2021-06-30 05:38:50.327197+00:00,x,y,2021-07-09 07:00:00+00:00,2021-07-09 09:00:00+00:00,alpha,True,35.0,1,a-5,7900.0
15099585,2021-07-19 14:28:23.581573+00:00,x,y,2021-07-27 10:00:00+00:00,2021-07-27 12:00:00+00:00,alpha,True,35.0,1,a-7,12645.0
12025189,2021-06-30 16:50:44.637536+00:00,x,y,2021-07-27 11:00:00+00:00,2021-07-27 12:55:00+00:00,beta,True,40.0,0,b-69,8055.0
8355697,2021-06-01 10:11:07.585242+00:00,x,y,2021-06-20 16:00:00+00:00,2021-06-20 18:00:00+00:00,alpha,True,35.0,1,a-23,9707.0
12583409,2021-07-03 16:59:02.329172+00:00,x,y,2021-07-17 14:00:00+00:00,2021-07-17 16:00:00+00:00,gamma,True,20.0,1,c-4,14065.0
6174963,2021-05-04 19:07:36.528871+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 06:55:00+00:00,beta,True,20.0,0,b-1,6776.0
1841666,2021-02-18 03:26:47.146337+00:00,x,y,2021-02-23 13:00:00+00:00,2021-02-23 15:00:00+00:00,alpha,True,35.0,1,a-5,12500.0
15602368,2021-07-23 15:12:13.217520+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,35.0,1,a-5,14645.0
5493809,2021-04-25 08:25:38.710500+00:00,x,y,2021-06-12 15:30:00+00:00,2021-06-12 17:30:00+00:00,alpha,True,15.0,1,a-7,7796.0
13379262,2021-07-07 18:27:41.844972+00:00,x,y,2021-07-18 14:00:00+00:00,2021-07-18 16:00:00+00:00,gamma,True,20.0,2,c-4,15065.0
5077885,2021-04-21 02:43:00.506410+00:00,x,y,2021-05-20 13:30:00+00:00,2021-05-20 15:30:00+00:00,alpha,True,35.0,1,a-5,8290.0
15486875,2021-07-22 20:23:51.473290+00:00,x,y,2021-07-28 14:00:00+00:00,2021-07-28 15:55:00+00:00,beta,True,40.0,0,b-9,13100.0
2376727,2021-03-01 07:48:01.693103+00:00,x,y,2021-03-26 16:00:00+00:00,2021-03-26 18:10:00+00:00,alpha,True,35.0,1,a-7,8027.0
10513969,2021-06-20 03:37:30.497974+00:00,x,y,2021-07-01 16:00:00+00:00,2021-07-01 18:00:00+00:00,alpha,True,35.0,1,a-23,11072.0
11519982,2021-06-27 16:24:28.657783+00:00,x,y,2021-07-03 16:00:00+00:00,2021-07-03 18:00:00+00:00,alpha,True,15.0,1,a-23,13592.0
18280543,2021-08-10 18:54:10.961236+00:00,x,y,2021-08-24 04:00:00+00:00,2021-08-24 06:00:00+00:00,alpha,True,20.0,1,a-1,8381.0
20807516,2021-08-24 16:38:00.902009+00:00,x,y,2021-09-26 10:35:00+00:00,2021-09-26 12:35:00+00:00,omega,True,20.0,1,d-3,6870.0
13972603,2021-07-11 14:04:33.682108+00:00,x,y,2021-07-14 09:45:00+00:00,2021-07-14 11:45:00+00:00,gamma,True,20.0,1,c-2,13130.0
11981870,2021-06-30 12:23:02.631113+00:00,x,y,2021-08-01 09:45:00+00:00,2021-08-01 11:45:00+00:00,gamma,True,20.0,1,c-2,9785.0
3847002,2021-03-26 02:12:46.507798+00:00,x,y,2021-03-26 11:00:00+00:00,2021-03-26 13:00:00+00:00,gamma,True,0.0,0,c-4,15080.0
5043964,2021-04-20 19:07:11.852435+00:00,x,y,2021-04-27 17:00:00+00:00,2021-04-27 18:59:00+00:00,gamma,True,0.0,0,c-6,7820.0
21231111,2021-08-27 15:21:22.670084+00:00,x,y,2021-09-02 13:00:00+00:00,2021-09-02 15:00:00+00:00,alpha,True,20.0,1,a-9,8381.0
17203290,2021-08-05 09:06:43.686275+00:00,x,y,2021-08-05 14:00:00+00:00,2021-08-05 16:00:00+00:00,gamma,True,20.0,2,c-4,7870.0
12448321,2021-07-03 02:52:26.466724+00:00,x,y,2021-07-09 05:00:00+00:00,2021-07-09 06:55:00+00:00,beta,True,40.0,0,b-1,9090.0
16821056,2021-08-02 01:04:35.255973+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,True,20.0,2,c-6,9750.0
2162054,2021-02-26 03:08:25.289378+00:00,x,y,2021-02-26 11:00:00+00:00,2021-02-26 13:00:00+00:00,gamma,True,20.0,1,c-4,12500.0
2199740,2021-02-26 17:51:29.594840+00:00,x,y,2021-04-14 16:00:00+00:00,2021-04-14 18:00:00+00:00,alpha,True,35.0,1,a-7,10232.0
4301147,2021-04-05 22:56:05.636041+00:00,x,y,2021-04-08 14:00:00+00:00,2021-04-08 15:55:00+00:00,beta,True,40.0,0,b-9,10635.0
5970986,2021-05-01 20:58:23.029345+00:00,x,y,2021-05-02 11:00:00+00:00,2021-05-02 13:00:00+00:00,gamma,True,20.0,1,c-4,7390.0
5442888,2021-04-24 15:54:20.642058+00:00,x,y,2021-04-26 11:00:00+00:00,2021-04-26 13:00:00+00:00,gamma,True,20.0,1,c-4,7390.0
14630562,2021-07-15 22:46:15.494726+00:00,x,y,2021-08-03 14:00:00+00:00,2021-08-03 16:00:00+00:00,gamma,True,20.0,1,c-4,12560.0
11448689,2021-06-27 08:09:33.679565+00:00,x,y,2021-06-29 04:00:00+00:00,2021-06-29 06:00:00+00:00,alpha,True,35.0,1,a-1,8800.0
15304965,2021-07-21 12:24:41.163702+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 16:00:00+00:00,gamma,True,20.0,2,c-4,13560.0
7469530,2021-05-22 10:44:01.812668+00:00,x,y,2021-05-30 16:00:00+00:00,2021-05-30 18:00:00+00:00,alpha,True,15.0,1,a-7,8962.0
16815917,2021-08-01 21:59:43.364274+00:00,x,y,2021-08-07 10:00:00+00:00,2021-08-07 12:00:00+00:00,gamma,True,20.0,2,c-2,9525.0
4276092,2021-04-05 10:06:33.107636+00:00,x,y,2021-04-07 14:00:00+00:00,2021-04-07 15:55:00+00:00,beta,True,20.0,0,b-9,8998.0
9959103,2021-06-15 09:19:25.464065+00:00,x,y,2021-07-04 10:00:00+00:00,2021-07-04 12:00:00+00:00,alpha,True,15.0,1,a-7,6850.0
291673,2021-01-08 20:11:40.916624+00:00,x,y,2021-02-02 16:00:00+00:00,2021-02-02 17:55:00+00:00,beta,False,20.0,0,b-19,8697.0
5206091,2021-04-22 07:12:20.658857+00:00,x,y,2021-04-29 17:00:00+00:00,2021-04-29 18:59:00+00:00,gamma,True,20.0,1,c-6,7390.0
5112827,2021-04-21 09:35:41.260668+00:00,x,y,2021-05-21 05:00:00+00:00,2021-05-21 07:00:00+00:00,gamma,True,20.0,1,c-2,8145.0
3322409,2021-03-15 17:08:41.324693+00:00,x,y,2021-03-17 05:05:00+00:00,2021-03-17 07:00:00+00:00,alpha,True,15.0,1,a-1,9798.0
393977,2021-01-12 01:36:45.945678+00:00,x,y,2021-01-13 11:00:00+00:00,2021-01-13 12:55:00+00:00,beta,False,40.0,0,b-69,10710.0
7827897,2021-05-26 19:00:24.220497+00:00,x,y,2021-06-02 11:00:00+00:00,2021-06-02 13:00:00+00:00,gamma,True,20.0,1,c-4,8025.0
3981275,2021-03-28 18:16:38.239681+00:00,x,y,2021-04-18 05:00:00+00:00,2021-04-18 06:55:00+00:00,beta,True,20.0,0,b-1,8957.0
405015,2021-01-12 09:43:13.713632+00:00,x,y,2021-01-16 11:00:00+00:00,2021-01-16 13:00:00+00:00,gamma,True,32.0,1,c-4,9150.0
1104258,2021-01-31 16:57:58.931470+00:00,x,y,2021-02-21 11:00:00+00:00,2021-02-21 13:00:00+00:00,gamma,True,32.0,2,c-4,10400.0
2400587,2021-03-01 12:57:53.433615+00:00,x,y,2021-03-04 05:00:00+00:00,2021-03-04 07:00:00+00:00,gamma,True,20.0,1,c-2,7390.0
7697679,2021-05-25 04:17:48.834365+00:00,x,y,2021-05-28 16:00:00+00:00,2021-05-28 18:00:00+00:00,alpha,True,35.0,1,a-7,8027.0
20041468,2021-08-19 18:34:04.780114+00:00,x,y,2021-08-28 13:00:00+00:00,2021-08-28 15:00:00+00:00,alpha,True,20.0,1,a-9,10545.0
11156965,2021-06-25 05:19:10.565719+00:00,x,y,2021-07-01 16:00:00+00:00,2021-07-01 18:00:00+00:00,alpha,True,15.0,1,a-23,7150.0
10570798,2021-06-20 12:47:48.611295+00:00,x,y,2021-07-18 05:00:00+00:00,2021-07-18 06:55:00+00:00,beta,True,20.0,0,b-1,7201.0
17280317,2021-08-05 18:27:41.936780+00:00,x,y,2021-09-04 10:35:00+00:00,2021-09-04 12:35:00+00:00,omega,True,20.0,1,d-3,7950.0
12693091,2021-07-04 09:08:01.068721+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,True,20.0,2,c-4,11285.0
7376480,2021-05-21 10:25:24.388860+00:00,x,y,2021-05-24 05:00:00+00:00,2021-05-24 07:00:00+00:00,gamma,True,20.0,1,c-2,8025.0
5452560,2021-04-24 17:56:53.858343+00:00,x,y,2021-04-29 05:00:00+00:00,2021-04-29 06:55:00+00:00,beta,True,20.0,0,b-1,6765.0
18541452,2021-08-11 19:07:00.898604+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 15:55:00+00:00,beta,True,40.0,0,b-9,15840.0
2888596,2021-03-09 08:55:57.278700+00:00,x,y,2021-04-03 16:00:00+00:00,2021-04-03 17:55:00+00:00,beta,True,20.0,0,b-19,11326.0
6820237,2021-05-15 04:59:37.897010+00:00,x,y,2021-05-28 11:00:00+00:00,2021-05-28 12:55:00+00:00,beta,True,20.0,0,b-69,6734.0
21128084,2021-08-26 19:50:10.466721+00:00,x,y,2021-08-30 10:00:00+00:00,2021-08-30 12:00:00+00:00,alpha,True,20.0,1,a-7,10545.0
17249326,2021-08-05 14:51:41.723038+00:00,x,y,2021-09-07 04:40:00+00:00,2021-09-07 06:40:00+00:00,omega,True,20.0,1,d-1,7950.0
4309019,2021-04-06 07:00:38.172736+00:00,x,y,2021-05-12 08:00:00+00:00,2021-05-12 09:55:00+00:00,beta,True,20.0,0,b-67,8051.0
4730792,2021-04-18 11:21:32.239486+00:00,x,y,2021-05-30 11:00:00+00:00,2021-05-30 13:00:00+00:00,gamma,True,20.0,2,c-4,9650.0
15863091,2021-07-25 13:59:18.059405+00:00,x,y,2021-08-29 17:00:00+00:00,2021-08-29 18:59:00+00:00,gamma,True,20.0,2,c-6,8765.0
13168153,2021-07-06 16:26:53.273837+00:00,x,y,2021-07-18 16:00:00+00:00,2021-07-18 18:00:00+00:00,alpha,True,35.0,1,a-23,14645.0
16158422,2021-07-27 13:28:32.379088+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,True,20.0,1,c-4,12560.0
6075115,2021-05-03 11:40:39.295698+00:00,x,y,2021-05-08 13:30:00+00:00,2021-05-08 15:30:00+00:00,alpha,True,15.0,1,a-5,5996.0
21094054,2021-08-26 15:56:38.571828+00:00,x,y,2021-08-28 13:00:00+00:00,2021-08-28 15:00:00+00:00,alpha,True,20.0,1,a-9,10545.0
17620247,2021-08-07 19:50:19.545943+00:00,x,y,2021-08-08 04:00:00+00:00,2021-08-08 06:00:00+00:00,alpha,True,15.0,1,a-1,18945.0
1698602,2021-02-15 06:00:37.458069+00:00,x,y,2021-02-26 11:00:00+00:00,2021-02-26 13:00:00+00:00,gamma,True,32.0,1,c-4,12500.0
16143292,2021-07-27 11:15:20.887914+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20.0,1,c-4,8525.0
5274124,2021-04-22 19:13:30.429416+00:00,x,y,2021-05-22 15:30:00+00:00,2021-05-22 17:30:00+00:00,alpha,True,15.0,1,a-7,7796.0
1196819,2021-02-02 18:37:24.862123+00:00,x,y,2021-02-08 16:00:00+00:00,2021-02-08 18:10:00+00:00,alpha,True,20.0,1,a-7,9799.0
9240530,2021-06-09 18:55:11.706035+00:00,x,y,2021-06-17 11:00:00+00:00,2021-06-17 13:00:00+00:00,gamma,True,20.0,1,c-4,10900.0
11690717,2021-06-28 17:45:07.408108+00:00,x,y,2021-07-08 16:00:00+00:00,2021-07-08 18:00:00+00:00,alpha,True,15.0,1,a-23,9497.0
10410116,2021-06-19 06:28:12.810232+00:00,x,y,2021-06-21 04:00:00+00:00,2021-06-21 06:00:00+00:00,alpha,True,15.0,1,a-1,6531.0
1810452,2021-02-17 10:30:58.274054+00:00,x,y,2021-02-18 05:00:00+00:00,2021-02-18 07:00:00+00:00,gamma,True,20.0,2,c-2,14000.0
13737892,2021-07-10 04:30:01.084866+00:00,x,y,2021-07-23 11:00:00+00:00,2021-07-23 12:55:00+00:00,beta,True,40.0,0,b-69,9160.0
14056544,2021-07-12 06:16:35.045939+00:00,x,y,2021-08-03 17:00:00+00:00,2021-08-03 18:59:00+00:00,gamma,True,20.0,2,c-6,13560.0
2493425,2021-03-02 17:49:54.941549+00:00,x,y,2021-05-27 05:00:00+00:00,2021-05-27 07:00:00+00:00,gamma,True,20.0,1,c-2,9150.0
15195772,2021-07-20 10:06:37.970016+00:00,x,y,2021-08-05 17:00:00+00:00,2021-08-05 18:59:00+00:00,gamma,True,20.0,1,c-6,9280.0
14882299,2021-07-17 19:04:13.618664+00:00,x,y,2021-07-30 10:30:00+00:00,2021-07-30 12:30:00+00:00,alpha,True,35.0,1,a-5,12645.0
15563490,2021-07-23 10:37:40.253091+00:00,x,y,2021-09-04 14:00:00+00:00,2021-09-04 15:55:00+00:00,beta,True,40.0,0,b-9,8260.0
11818055,2021-06-29 12:53:10.976329+00:00,x,y,2021-07-05 13:45:00+00:00,2021-07-05 15:45:00+00:00,gamma,True,20.0,1,c-4,9785.0
10872627,2021-06-22 21:12:38.963443+00:00,x,y,2021-06-23 04:00:00+00:00,2021-06-23 06:00:00+00:00,alpha,True,15.0,1,a-1,6531.0
20410282,2021-08-22 05:31:00.683829+00:00,x,y,2021-08-26 13:00:00+00:00,2021-08-26 15:00:00+00:00,alpha,True,15.0,1,a-9,9045.0
13158632,2021-07-06 15:36:39.642022+00:00,x,y,2021-07-16 16:00:00+00:00,2021-07-16 18:00:00+00:00,alpha,True,15.0,1,a-23,12945.0
10959023,2021-06-23 15:26:27.091647+00:00,x,y,2021-06-27 14:00:00+00:00,2021-06-27 16:00:00+00:00,gamma,True,20.0,1,c-4,13130.0
6778229,2021-05-14 12:12:39.398568+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,gamma,True,20.0,2,c-2,8390.0
18486430,2021-08-11 14:50:40.212629+00:00,x,y,2021-08-21 10:35:00+00:00,2021-08-21 12:35:00+00:00,omega,True,20.0,1,d-3,13450.0
12374983,2021-07-02 15:49:31.032426+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,1,c-6,12050.0
18242812,2021-08-10 16:56:31.650282+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 15:55:00+00:00,beta,True,40.0,0,b-9,15780.0
9391600,2021-06-11 09:48:22.124998+00:00,x,y,2021-06-15 11:00:00+00:00,2021-06-15 12:55:00+00:00,beta,True,20.0,0,b-69,10088.0
19636206,2021-08-17 14:12:43.738956+00:00,x,y,2021-09-03 16:00:00+00:00,2021-09-03 18:00:00+00:00,alpha,True,20.0,1,a-23,8381.0
1488267,2021-02-10 07:26:01.980165+00:00,x,y,2021-02-14 05:15:00+00:00,2021-02-14 07:25:00+00:00,alpha,True,20.0,1,a-1,9799.0
18988685,2021-08-14 01:58:11.785892+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 16:00:00+00:00,gamma,True,20.0,1,c-4,20365.0
11177956,2021-06-25 08:09:23.333221+00:00,x,y,2021-06-26 14:00:00+00:00,2021-06-26 16:00:00+00:00,gamma,True,20.0,2,c-4,11900.0
1687690,2021-02-14 19:36:30.178171+00:00,x,y,2021-03-02 05:15:00+00:00,2021-03-02 07:25:00+00:00,alpha,True,15.0,1,a-1,12495.0
16219801,2021-07-27 22:07:05.756040+00:00,x,y,2021-08-04 05:00:00+00:00,2021-08-04 06:55:00+00:00,beta,True,40.0,0,b-1,11040.0
17096958,2021-08-04 12:22:36.314745+00:00,x,y,2021-08-13 04:40:00+00:00,2021-08-13 06:40:00+00:00,omega,True,20.0,1,d-1,6870.0
18879435,2021-08-13 12:23:51.813589+00:00,x,y,2021-08-17 13:00:00+00:00,2021-08-17 15:00:00+00:00,alpha,True,15.0,1,a-9,6524.0
17648015,2021-08-07 23:27:52.831928+00:00,x,y,2021-08-16 07:00:00+00:00,2021-08-16 09:00:00+00:00,alpha,True,20.0,1,a-5,6810.0
11392384,2021-06-26 18:22:45.915408+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20.0,2,c-6,9100.0
2312069,2021-02-28 09:21:53.922329+00:00,x,y,2021-03-27 08:00:00+00:00,2021-03-27 09:55:00+00:00,beta,True,20.0,0,b-67,11452.0
2484461,2021-03-02 15:30:14.712482+00:00,x,y,2021-03-14 05:00:00+00:00,2021-03-14 07:00:00+00:00,gamma,True,20.0,1,c-2,7390.0
20071502,2021-08-19 23:08:28.246244+00:00,x,y,2021-09-25 07:00:00+00:00,2021-09-25 09:00:00+00:00,alpha,True,15.0,1,a-5,9045.0
5665531,2021-04-27 11:29:26.988194+00:00,x,y,2021-05-04 13:30:00+00:00,2021-05-04 15:30:00+00:00,alpha,True,15.0,1,a-5,9497.0
21544868,2021-08-30 08:04:50.255773+00:00,x,y,2021-09-04 04:00:00+00:00,2021-09-04 06:00:00+00:00,alpha,True,20.0,1,a-1,7524.0
12725837,2021-07-04 11:50:43.121342+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 16:00:00+00:00,gamma,True,20.0,1,c-4,17345.0
4238124,2021-04-04 08:15:45.736370+00:00,x,y,2021-04-05 08:00:00+00:00,2021-04-05 09:55:00+00:00,beta,True,20.0,0,b-67,8998.0
15495908,2021-07-22 22:37:37.388147+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 16:00:00+00:00,gamma,True,20.0,1,c-4,6870.0
17998823,2021-08-09 16:35:59.746205+00:00,x,y,2021-08-23 14:00:00+00:00,2021-08-23 16:00:00+00:00,gamma,True,20.0,2,c-4,10280.0
19126179,2021-08-14 18:19:22.480597+00:00,x,y,2021-08-15 11:00:00+00:00,2021-08-15 13:00:00+00:00,gamma,True,20.0,2,c-4,13050.0
11493884,2021-06-27 13:19:44.383046+00:00,x,y,2021-07-12 07:00:00+00:00,2021-07-12 09:00:00+00:00,alpha,True,35.0,1,a-5,7900.0
6273174,2021-05-06 07:20:45.722454+00:00,x,y,2021-05-10 13:30:00+00:00,2021-05-10 15:30:00+00:00,alpha,True,15.0,1,a-5,6495.0
5896758,2021-04-30 20:39:18.052826+00:00,x,y,2021-05-05 17:00:00+00:00,2021-05-05 18:59:00+00:00,gamma,True,20.0,1,c-6,7390.0
2629301,2021-03-04 22:32:48.035295+00:00,x,y,2021-03-06 05:00:00+00:00,2021-03-06 06:55:00+00:00,beta,True,20.0,0,b-1,7560.0
13554053,2021-07-08 20:03:56.364699+00:00,x,y,2021-08-07 04:00:00+00:00,2021-08-07 06:00:00+00:00,alpha,True,15.0,1,a-1,7524.0
4178399,2021-04-02 11:31:50.308737+00:00,x,y,2021-04-03 13:30:00+00:00,2021-04-03 15:30:00+00:00,alpha,True,15.0,1,a-5,9798.0
7448986,2021-05-22 06:06:25.284409+00:00,x,y,2021-08-19 14:00:00+00:00,2021-08-19 15:55:00+00:00,beta,True,20.0,0,b-9,7395.0
12842121,2021-07-05 03:48:46.874099+00:00,x,y,2021-08-11 17:00:00+00:00,2021-08-11 18:59:00+00:00,gamma,True,20.0,2,c-6,11285.0
15854845,2021-07-25 12:43:19.360201+00:00,x,y,2021-07-29 13:00:00+00:00,2021-07-29 15:00:00+00:00,alpha,True,15.0,1,a-9,10205.0
12997910,2021-07-05 18:36:03.357970+00:00,x,y,2021-07-06 08:00:00+00:00,2021-07-06 10:00:00+00:00,gamma,True,20.0,1,c-2,14065.0
20792474,2021-08-24 14:47:43.012960+00:00,x,y,2021-08-25 07:00:00+00:00,2021-08-25 09:00:00+00:00,alpha,True,20.0,1,a-5,22445.0
3018218,2021-03-11 05:50:08.544977+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 06:55:00+00:00,beta,True,20.0,0,b-1,9051.0
15902293,2021-07-25 18:38:50.211928+00:00,x,y,2021-07-29 16:00:00+00:00,2021-07-29 18:00:00+00:00,alpha,True,35.0,1,a-23,12645.0
17082259,2021-08-04 10:29:08.239044+00:00,x,y,2021-08-25 05:00:00+00:00,2021-08-25 06:55:00+00:00,beta,True,20.0,0,b-1,6550.0
16292428,2021-07-28 13:12:50.014123+00:00,x,y,2021-09-05 10:00:00+00:00,2021-09-05 12:00:00+00:00,alpha,True,15.0,1,a-7,9045.0
